MMP11,WISP1,cg24408313,CAV1,cg20798152,cg03602500,cg26738880,cg26353877,cg11213150,cg05606799,cg24625388,LRRTM2,COL10A1,cg15791248,cg11394785,LOC387911,ROBO3,cg11750883,cg27015047,cg21504624,cg09871043,cg20312687,cg08047907,GJB2,cg01656853,COL11A1,cg03548857,CXCL2,cg04598121,cg07084163,cg02643667,cg11003133,HS3ST4,KCNE1,cg03109316,cg15895197,TPM3,cg11584690,LAGE3,CNTNAP3,STARD9,cg08886154,CORO2B,cg01009664,LEPR,cg01109219,cg02334775,ARRDC3,CKS2,cg03973663,class
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(0.355683-1.1475]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.872722--2.286111]\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(0.629403-inf)\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(0.563796-inf)\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(0.378846-0.489033]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(0.629403-inf)\'','\'(0.037137-0.206798]\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-0.46655-0.51745]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.501111-0.584103]\'','\'(0.469548-inf)\'','\'(2.877375-inf)\'','\'(-0.1748-0.1201]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(0.351578-0.388363]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(2.45455-inf)\'','\'(0.334249-inf)\'','\'(-inf-0.182413]\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(-inf-0.438529]\'','\'(-0.035972-inf)\'','\'(0.423958-0.505119]\'','\'(-inf--0.8165]\'','\'(-inf--0.923313]\'','\'(-0.496938--0.150938]\'','\'(-inf-0.563796]\'','\'(-0.992375--0.343875]\'','\'(0.412322-inf)\'','\'(1.1475-inf)\'','\'(-inf-0.738831]\'','\'(0.301092-inf)\'','\'(-inf-0.630311]\'','\'(-3.462667--2.872722]\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(0.630311-0.997083]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(0.440569-inf)\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(0.265826-0.301092]\'','\'(0.630311-0.997083]\'','\'(-2.286111-inf)\'','\'(0.319549-0.390249]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(0.779234-inf)\'','\'(0.607156-inf)\'','\'(0.617898-inf)\'','\'(-inf-0.378846]\'','\'(0.50275-0.887667]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.349418-0.469548]\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(0.794646-inf)\'','\'(0.307814-inf)\'','\'(0.440569-inf)\'','\'(-inf-0.629403]\'','\'(0.206798-0.38213]\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(1.448833-2.71675]\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(0.733148-0.885649]\'','\'(-inf-0.437608]\'','\'(0.40945-inf)\'','\'(-inf-1.825625]\'','\'(0.801533-0.876535]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.423958-0.505119]\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(-inf-0.412322]\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(0.997083-inf)\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(0.378846-0.489033]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(-inf-0.465733]\'','\'(0.351578-0.388363]\'','\'(-inf-1.448833]\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(1.1475-inf)\'','\'(-inf-0.738831]\'','\'(0.301092-inf)\'','\'(0.630311-0.997083]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(0.640371-0.767864]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(2.398875-inf)\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.037137-0.206798]\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(-inf-0.334249]\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.603694--0.035972]\'','\'(0.505119-inf)\'','\'(-inf--0.8165]\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.603694--0.035972]\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.349418-0.469548]\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(1.80325-2.45455]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(0.412322-inf)\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
'\'(0.669833-inf)\'','\'(0.205333-inf)\'','\'(-inf-0.423256]\'','\'(-inf--0.46655]\'','\'(0.405585-inf)\'','\'(-inf-0.668904]\'','\'(-inf-0.671567]\'','\'(-inf-0.779234]\'','\'(0.607156-inf)\'','\'(-inf-0.617898]\'','\'(-inf-0.378846]\'','\'(-inf-0.50275]\'','\'(4.285375-inf)\'','\'(0.584103-inf)\'','\'(0.469548-inf)\'','\'(-inf-2.178]\'','\'(-inf--0.1748]\'','\'(-inf-0.640371]\'','\'(-inf-0.794646]\'','\'(0.307814-inf)\'','\'(-inf-0.440569]\'','\'(-inf-0.629403]\'','\'(0.38213-inf)\'','\'(0.465733-inf)\'','\'(-inf-0.351578]\'','\'(2.71675-inf)\'','\'(-inf-0.332446]\'','\'(-inf-0.86925]\'','\'(0.334249-inf)\'','\'(0.182413-inf)\'','\'(-inf-0.733148]\'','\'(-inf-0.437608]\'','\'(-inf-0.40945]\'','\'(-inf-1.825625]\'','\'(-inf-0.801533]\'','\'(0.438529-inf)\'','\'(-0.035972-inf)\'','\'(0.505119-inf)\'','\'(-0.8165-inf)\'','\'(-inf--0.923313]\'','\'(-inf--0.496938]\'','\'(-inf-0.563796]\'','\'(-inf--0.992375]\'','\'(-inf-0.412322]\'','\'(-inf-0.355683]\'','\'(-inf-0.738831]\'','\'(-inf-0.265826]\'','\'(-inf-0.630311]\'','\'(-2.286111-inf)\'','\'(-inf-0.319549]\'',tumor
